Type Water Body,State Name,MIN Temprature,MAX Temprature,MIN Dissolved O2,MAX Dissolved O2,MIN pH,MAX pH,MIN Conductivity,MAX Conductivity,MIN BOD,MAX BOD,MIN N+,MAX N+,MIN Fecal Coliform,MAX Fecal Coliform,MIN Total Coliform,MAX Total Coliform
LAKE,MADHYAPRADESH,20.0,32.0,6.0,8.6,6.8,8.1,215.0,524.0,1.4,8.4,0.33,9.17,2.0,180.0,49.0,24000.0
LAKE,MADHYAPRADESH,20.0,24.0,7.0,7.9,7.2,7.9,250.0,490.0,1.4,2.4,0.3,0.5,2.0,2.0,24.0,34.0
LAKE,MADHYAPRADESH,17.0,30.0,7.1,7.9,7.1,8.9,511.0,713.0,1.0,1.8,2.2,3.0,3.0,4.0,14.0,43.0
LAKE,MADHYAPRADESH,19.0,30.0,5.2,10.4,7.1,8.3,183.0,422.0,1.0,1.4,1.88,6.66,2.0,180.0,110.0,35000.0
LAKE,MADHYAPRADESH,16.6,27.0,7.1,8.3,7.2,8.1,238.0,411.0,1.0,1.9,0.13,0.4,2.0,4.0,8.0,48.0
LAKE,MADHYAPRADESH,22.0,30.0,4.3,7.1,7.2,8.5,243.0,702.0,1.0,2.9,0.05,0.47,2.0,2.0,4.0,38.0
LAKE,MADHYA PRADESH,19.0,33.0,4.7,8.3,7.2,8.0,226.0,509.0,1.2,8.0,3.8,15.23,2.0,920.0,150.0,120000.0
LAKE,MADHYA PRADESH,20.0,27.0,5.2,7.8,7.6,8.1,278.0,800.0,1.7,3.2,0.6,0.98,2.0,8.0,32.0,110.0
LAKE,MADHYA PRADESH,17.0,32.0,7.0,8.0,7.3,8.2,611.0,813.0,1.2,1.8,2.2,2.9,3.0,7.0,15.0,75.0
LAKE,MADHYAPRADESH,19.0,23.8,6.2,7.7,6.1,8.5,260.0,371.0,1.0,1.8,0.62,4.08,2.0,2.0,36.0,63.0
LAKE,MADHYAPRADESH,20.0,33.0,2.0,10.2,6.8,8.6,445.0,738.0,4.8,12.0,3.35,21.39,14.0,2100.0,280.0,220000.0
LAKE,MADHYAPRADESH,20.0,23.0,6.7,7.8,7.4,8.2,344.0,796.0,1.0,1.4,0.68,1.22,2.0,2.0,34.0,63.0
LAKE,MADHYAPRADESH,17.0,27.7,6.0,7.7,7.1,7.8,368.0,690.0,2.6,5.0,0.3,0.6,2.0,350.0,46.0,1600.0
LAKE,MADHYA PRADESH,19.0,32.0,4.1,8.0,7.4,8.1,211.0,285.0,1.0,1.7,2.22,5.03,2.0,3500.0,240.0,92000.0
LAKE,MADHYA PRADESH,19.0,32.0,5.0,8.1,7.2,7.7,208.0,305.0,1.1,4.2,2.43,3.9,2.0,4700.0,150.0,43000.0
LAKE,MADHYA PRADESH,20.0,32.0,5.0,8.6,7.3,8.1,205.0,256.0,1.2,4.0,2.25,5.01,2.0,2600.0,110.0,92000.0
LAKE,MADHYA PRADESH,20.0,31.0,4.7,8.6,7.3,8.2,210.0,288.0,1.1,3.6,2.03,4.75,2.0,3500.0,140.0,54000.0
LAKE,MADHYA PRADESH,20.0,24.0,6.6,7.9,7.6,8.5,493.0,743.0,1.0,2.2,0.65,1.12,2.0,2.0,40.0,70.0
POND,MADHYA PRADESH,20.0,24.0,6.9,7.8,7.4,8.4,327.0,424.0,1.0,1.3,0.54,1.92,2.0,2.0,33.0,403.0
POND,MADHYA PRADESH,16.0,30.3,6.0,7.6,7.3,7.9,220.0,612.0,1.8,4.4,0.3,2.3,2.0,120.0,17.0,1600.0
POND,MADHYA PRADESH,17.3,27.6,5.7,7.6,7.3,8.7,180.0,671.0,2.4,8.0,0.3,0.73,2.0,150.0,14.0,1600.0
POND,MADHYAPRADESH,17.0,27.9,5.3,7.6,7.2,7.9,260.0,636.0,2.3,4.0,0.3,0.73,2.0,70.0,41.0,1600.0
POND,MADHYA PRADESH,22.0,29.0,6.8,7.9,7.2,8.5,339.0,440.0,1.6,2.9,0.32,1.0,2.0,6.0,47.0,110.0
POND,MADHYA PRADESH,16.2,31.0,6.2,7.8,7.2,7.9,262.0,687.0,1.1,5.2,0.21,0.3,2.0,110.0,17.0,920.0
POND,MADHYA PRADESH,19.0,24.0,6.5,7.6,7.4,8.7,440.0,621.0,1.2,2.2,0.81,3.09,2.0,2.0,63.0,140.0
POND,MADHYAPRADESH,11.4,25.0,6.8,7.5,7.2,7.9,210.0,592.0,1.7,2.1,0.61,1.02,2.0,4.0,48.0,49.0
POND,MADHYAPRADESH,19.0,30.0,5.8,7.5,7.5,8.5,288.0,415.0,1.0,1.9,0.48,0.9,2.0,2.0,33.0,48.0
POND,MADHYAPRADESH,17.0,26.0,5.2,8.3,7.2,8.2,265.0,780.0,2.8,8.0,0.12,4.6,2.0,280.0,63.0,1600.0
POND,MADHYAPRADESH,15.0,36.0,6.5,7.6,7.1,7.5,203.0,530.0,1.4,1.8,0.32,3.17,41.0,321.0,280.0,920.0
POND,MADHYAPRADESH,20.0,23.0,0.3,7.8,7.54,8.2,5.0,529.0,1.0,1.2,0.61,1.0,2.0,2.0,33.0,49.0
TANK,MADHYAPRADESH,16.6,27.4,7.0,7.9,7.2,7.9,210.0,358.0,1.0,1.8,0.21,0.4,2.0,4.0,7.0,46.0
LAKE,MANIPUR,18.0,28.0,6.6,7.6,6.4,7.5,180.0,205.0,2.7,3.5,0.6,2.9,25.0,65.0,70.0,120.0
LAKE,MANIPUR,19.0,28.0,6.8,7.3,6.9,7.5,150.0,240.0,3.0,3.7,0.6,2.9,10.0,20.0,15.0,60.0
LAKE,MANIPUR,19.0,28.0,6.5,7.6,6.8,7.5,130.0,210.0,2.9,3.6,0.6,2.9,10.0,75.0,60.0,105.0
LAKE,MANIPUR,18.7,28.0,6.8,7.4,6.9,7.7,150.0,215.0,3.1,3.6,0.6,2.9,10.0,45.0,50.0,95.0
LAKE,MANIPUR,20.0,28.0,6.9,7.6,7.0,7.4,130.0,286.0,3.2,3.6,0.6,2.9,5.0,25.0,30.0,60.0
POND,MANIPUR,19.0,28.0,5.8,6.9,7.0,7.6,110.0,430.0,3.3,3.9,0.3,0.3,30.0,60.0,75.0,175.0
POND,MANIPUR,20.0,28.0,6.2,7.5,7.0,7.5,80.0,450.0,3.2,3.9,0.6,2.9,35.0,70.0,70.0,120.0
POND,MANIPUR,21.0,28.0,6.7,7.4,7.2,7.5,80.0,350.0,3.1,3.6,0.6,2.9,2.0,20.0,25.0,50.0
POND,MANIPUR,21.0,28.0,6.5,7.5,7.1,7.5,90.0,300.0,3.2,3.7,0.6,2.9,2.0,40.0,35.0,70.0
POND,MANIPUR,18.0,27.0,6.5,7.4,7.2,7.6,90.0,340.0,3.0,3.7,0.6,2.9,5.0,15.0,20.0,65.0
POND,MANIPUR,21.0,28.0,5.4,6.8,6.9,7.7,150.0,350.0,3.3,4.4,0.6,2.9,40.0,70.0,105.0,185.0
POND,MANIPUR,21.0,28.0,5.5,7.1,7.0,7.7,150.0,660.0,3.4,4.1,0.6,2.9,35.0,65.0,85.0,170.0
POND,MANIPUR,21.0,28.0,5.3,7.0,6.9,7.6,280.0,610.0,3.4,4.6,0.6,2.9,60.0,95.0,215.0,310.0
POND,MANIPUR,20.0,27.0,6.4,7.1,6.8,7.4,90.0,320.0,3.2,3.7,0.6,2.9,20.0,40.0,50.0,110.0
POND,MANIPUR,20.0,28.0,6.0,7.8,6.9,7.5,120.0,230.0,3.0,3.9,0.6,2.9,10.0,50.0,35.0,160.0
POND,MANIPUR,20.0,28.0,6.2,7.8,7.0,7.6,80.0,175.0,2.9,3.6,0.6,2.9,2.0,15.0,15.0,50.0
POND,MANIPUR,21.0,27.0,6.6,7.8,7.3,7.6,80.0,190.0,2.8,3.7,0.6,2.9,10.0,62.0,20.0,75.0
POND,MANIPUR,21.0,28.0,6.7,7.7,7.1,7.6,80.0,350.0,3.2,3.6,0.6,2.9,10.0,30.0,30.0,95.0
LAKE,MEGHALAYA,17.1,29.0,6.5,7.0,6.9,7.3,61.0,78.0,1.5,2.2,0.42,0.56,110.0,170.0,450.0,540.0
LAKE,MEGHALAYA,12.0,21.0,6.8,7.6,6.9,7.3,37.0,70.0,1.4,1.9,0.32,0.52,10.0,17.0,130.0,170.0
LAKE,MEGHALAYA,15.0,23.1,5.7,6.8,7.0,7.8,74.0,117.0,5.2,7.8,0.32,1.12,380.0,420.0,1100.0,1700.0
LAKE,MEGHALAYA,15.0,23.0,5.5,6.8,7.1,7.8,73.0,105.0,4.8,7.5,0.35,1.02,310.0,410.0,830.0,1300.0
LAKE,MEGHALAYA,14.0,23.1,4.5,5.9,7.2,7.9,77.0,250.0,6.0,9.0,0.32,1.22,350.0,520.0,920.0,2100.0
LAKE,MEGHALAYA,15.0,23.2,5.6,6.6,6.8,7.8,69.0,130.0,5.3,7.0,0.32,0.66,340.0,460.0,940.0,1700.0
LAKE,MEGHALAYA,14.0,26.0,6.0,7.8,7.0,7.8,110.0,145.0,2.1,3.6,0.32,0.79,70.0,120.0,350.0,490.0
LAKE,MIZORAM,13.0,22.0,6.7,12.7,6.4,7.6,58.0,283.0,1.0,2.2,0.02,0.03,41.0,321.0,280.0,920.0
POND,MIZORAM,16.0,29.0,4.1,9.5,6.6,7.8,234.0,422.0,1.2,3.2,0.03,0.12,41.0,321.0,280.0,920.0
POND,MIZORAM,20.0,30.0,5.0,8.9,7.1,7.7,195.0,347.0,1.2,2.9,0.02,0.06,41.0,321.0,280.0,920.0
TANK,MIZORAM,17.0,22.0,6.8,9.2,6.7,7.8,34.0,379.0,1.0,2.6,0.02,0.03,41.0,321.0,280.0,920.0
LAKE,NAGALAND,19.0,34.3,3.2,6.2,6.5,8.0,88.0,550.0,1.5,2.6,0.3,1.7,41.0,321.0,280.0,920.0
LAKE,NAGALAND,19.0,41.0,1.4,6.8,2.0,7.8,72.0,250.0,1.3,2.8,0.6,1.6,41.0,321.0,280.0,920.0
LAKE,ODISHA,19.0,35.0,5.2,7.5,6.6,8.0,111.0,184.0,1.2,2.6,0.32,0.62,700.0,4900.0,2400.0,17000.0
LAKE,ODISHA,20.0,33.0,4.0,7.7,6.5,8.2,96.0,223.0,1.1,2.2,0.32,1.15,130.0,2300.0,790.0,9200.0
LAKE,ODISHA,20.0,34.0,6.2,7.8,6.5,8.5,102.0,181.0,1.1,1.9,0.32,1.02,130.0,3500.0,490.0,16000.0
LAKE,ODISHA,20.0,32.0,5.8,7.8,6.9,8.4,117.0,259.0,1.1,2.3,0.32,1.22,220.0,1700.0,1300.0,4700.0
LAKE,ODISHA,14.0,32.0,5.6,11.0,6.9,8.5,106.0,40520.0,1.3,2.7,0.32,1.66,2.0,2300.0,2.0,4900.0
LAKE,ODISHA,20.0,32.0,5.8,9.6,6.9,8.4,2930.0,42780.0,1.2,1.9,0.35,1.59,2.0,1700.0,20.0,3500.0
LAKE,ODISHA,13.0,30.0,3.0,11.5,7.9,8.5,147.0,945.0,1.9,6.0,0.32,2.12,110.0,1700.0,460.0,3500.0
POND,ODISHA,22.0,33.0,4.1,9.1,6.5,8.0,236.0,420.0,1.1,2.8,0.32,1.52,2.0,24000.0,170.0,54000.0
POND,ODISHA,25.0,34.0,2.0,11.9,7.6,9.4,283.0,561.0,3.8,5.7,0.32,1.72,20.0,35000.0,45.0,54000.0
POND,ODISHA,12.0,29.0,5.7,6.4,7.1,7.6,216.0,402.0,1.4,2.7,0.32,1.84,140.0,160000.0,490.0,160000.0
POND,ODISHA,25.0,34.0,3.2,12.5,7.4,9.4,380.0,688.0,3.4,8.3,0.35,8.62,45.0,13000.0,45.0,24000.0
POND,ODISHA,25.0,34.0,4.2,15.7,7.7,9.5,356.0,961.0,3.6,8.2,0.32,2.92,130.0,1300.0,490.0,9200.0
POND,ODISHA,25.0,35.0,2.1,11.1,6.9,9.3,332.0,599.0,3.3,12.0,0.32,3.46,45.0,2400.0,130.0,5400.0
POND,ODISHA,22.0,26.0,2.8,12.6,7.3,8.4,392.0,1334.0,3.4,9.5,0.32,11.52,130.0,1300.0,490.0,2800.0
POND,ODISHA,23.0,35.0,3.3,15.6,7.5,9.3,298.0,745.0,3.6,8.0,0.32,13.34,45.0,2400.0,170.0,4300.0
LAKE,PUDUCHERRY,28.0,33.0,5.2,5.6,7.1,7.5,198.0,375.0,1.0,2.5,0.32,1.22,2.0,23.0,350.0,1600.0
LAKE,PUDUCHERRY,29.0,33.0,6.7,14.1,7.6,9.1,570.0,1682.0,2.8,30.0,0.32,4.3,110.0,500.0,900.0,1600.0
LAKE,PUDUCHERRY,28.0,32.0,5.1,9.3,6.3,8.0,197.0,283.0,1.0,2.3,0.32,0.82,2.0,110.0,2.0,1600.0
LAKE,PUNJAB,15.0,29.0,6.7,9.0,7.6,8.1,207.0,295.0,1.0,2.7,0.6,2.9,320.0,1300.0,910.0,3300.0
LAKE,PUNJAB,15.0,29.0,5.9,9.4,7.5,8.1,188.0,340.0,1.0,3.8,0.6,5.6,110.0,1700.0,490.0,4100.0
LAKE,PUNJAB,7.0,37.0,7.0,8.2,7.5,8.3,135.0,234.0,1.0,1.0,0.3,0.7,20.0,40.0,79.0,140.0
LAKE,RAJASTHAN,23.0,28.0,5.9,7.3,7.8,8.7,590.0,867.0,1.9,2.8,1.84,6.42,39.0,93.0,75.0,210.0
LAKE,RAJASTHAN,24.0,29.0,4.4,5.2,7.9,8.9,730.0,11113.0,1.8,4.1,3.09,8.22,150.0,460.0,460.0,1100.0
LAKE,RAJASTHAN,20.0,28.0,4.9,5.8,7.6,8.5,480.0,1283.0,1.1,3.3,1.84,6.22,240.0,460.0,460.0,1100.0
LAKE,RAJASTHAN,29.0,29.0,4.0,4.4,7.2,7.2,110.0,279.0,1.0,1.4,0.74,1.26,23.0,93.0,64.0,150.0
LAKE,RAJASTHAN,23.0,28.0,7.1,7.8,8.3,9.0,530.0,777.0,1.2,2.1,1.66,3.54,23.0,75.0,75.0,150.0
LAKE,RAJASTHAN,24.0,28.0,7.2,7.8,8.4,8.9,520.0,665.0,1.3,2.4,1.42,3.37,39.0,75.0,64.0,150.0
LAKE,RAJASTHAN,18.0,30.0,0.5,4.4,8.5,9.2,1210.0,2670.0,3.2,5.9,2.5,10.32,93.0,460.0,210.0,1100.0
LAKE,RAJASTHAN,19.0,33.0,3.7,4.4,7.4,8.6,270.0,435.0,2.3,3.2,1.56,4.08,150.0,240.0,460.0,460.0
LAKE,RAJASTHAN,21.0,26.0,6.9,9.0,7.3,8.5,270.0,408.0,1.0,2.1,0.64,2.61,23.0,93.0,64.0,150.0
LAKE,RAJASTHAN,18.0,32.0,2.1,6.6,7.7,8.6,460.0,1177.0,2.1,4.1,1.82,7.84,150.0,460.0,240.0,1100.0
LAKE,RAJASTHAN,14.0,25.5,4.4,6.7,7.6,8.3,230.0,420.0,1.3,3.4,1.37,3.84,64.0,150.0,120.0,210.0
LAKE,RAJASTHAN,20.0,28.0,3.3,7.2,7.6,8.9,460.0,1154.0,2.0,3.9,1.78,3.53,75.0,240.0,150.0,460.0
LAKE,RAJASTHAN,22.0,29.0,5.8,6.2,7.5,8.5,440.0,607.0,1.5,2.3,1.72,5.42,23.0,39.0,39.0,75.0
LAKE,RAJASTHAN,19.0,29.0,3.6,8.5,7.3,8.0,220.0,390.0,2.2,4.5,1.26,5.36,23.0,93.0,93.0,150.0
LAKE,RAJASTHAN,17.0,26.0,5.2,7.7,8.2,8.9,460.0,790.0,1.5,2.6,1.12,3.53,23.0,150.0,93.0,240.0
LAKE,RAJASTHAN,17.0,27.0,4.6,7.2,8.3,9.3,450.0,771.0,1.2,2.6,1.43,4.68,75.0,240.0,120.0,460.0
LAKE,RAJASTHAN,20.0,30.0,5.2,6.6,7.1,8.9,160.0,292.0,1.0,1.7,1.04,2.67,14.0,75.0,20.0,150.0
LAKE,RAJASTHAN,20.0,27.0,4.1,5.7,8.0,8.9,460.0,790.0,1.0,2.4,2.05,3.52,4.0,93.0,120.0,210.0
LAKE,RAJASTHAN,20.0,28.0,4.6,6.0,7.3,8.5,1170.0,1963.0,1.4,3.1,2.7,7.92,93.0,150.0,150.0,240.0
POND,RAJASTHAN,23.0,27.0,7.1,7.9,7.2,8.4,380.0,532.0,1.4,2.4,1.56,3.69,23.0,64.0,64.0,120.0
LAKE,TAMIL NADU,17.0,28.0,6.0,7.0,6.7,7.5,96.0,147.0,2.0,3.0,0.32,0.95,14.0,36.0,25.0,96.0
LAKE,TAMIL NADU,26.0,40.0,6.0,8.9,7.0,8.1,475.0,745.0,2.0,3.0,0.32,0.52,2.0,2.0,2.0,68.0
LAKE,TAMIL NADU,27.0,37.0,6.0,7.0,7.3,8.0,929.0,1410.0,2.0,4.0,0.32,0.62,2.0,78.0,4.0,230.0
LAKE,TAMIL NADU,25.0,36.0,5.0,6.9,6.9,8.2,8330.0,59400.0,2.0,4.0,0.32,1.5,2.0,45.0,4.0,230.0
LAKE,TAMIL NADU,25.0,33.0,5.1,7.1,6.6,8.0,432.0,660.0,2.0,4.0,0.32,0.62,2.0,20.0,2.0,200.0
LAKE,TAMIL NADU,17.0,31.0,5.7,7.2,6.1,7.1,339.0,492.0,1.0,4.5,0.32,0.33,38.0,120.0,120.0,330.0
LAKE,TAMIL NADU,23.0,30.0,6.0,6.4,6.8,7.9,349.0,684.0,1.0,3.0,0.32,0.82,23.0,46.0,58.0,120.0
LAKE,TAMIL NADU,20.0,30.0,5.3,7.0,6.0,7.8,242.0,371.0,1.0,2.2,0.32,0.33,31.0,120.0,110.0,260.0
TANK,TAMIL NADU,25.0,39.0,5.0,6.7,6.8,7.4,946.0,2032.0,2.0,4.0,0.32,1.18,2.0,20.0,2.0,110.0
LAKE,TELANGANA,20.0,24.0,0.3,4.4,6.6,8.4,659.0,1451.0,3.0,16.0,3.2,7.6,2.0,23.0,80.0,540.0
LAKE,TELANGANA,28.0,29.0,0.3,1.3,7.1,8.1,1145.0,1680.0,5.8,16.0,2.7,24.7,14.0,58.0,240.0,430.0
LAKE,TELANGANA,27.0,27.0,2.0,3.8,7.1,8.2,732.0,877.0,3.0,9.0,3.2,6.2,14.0,63.0,140.0,540.0
LAKE,TELANGANA,27.0,29.0,0.7,4.1,7.1,8.5,655.0,1457.0,3.4,12.0,0.7,38.0,9.0,36.0,140.0,430.0
LAKE,TELANGANA,28.0,32.0,0.3,0.3,7.0,7.9,995.0,1519.0,6.4,16.0,3.5,14.8,13.0,94.0,280.0,540.0
LAKE,TELANGANA,23.0,30.0,0.3,4.1,7.3,8.4,688.0,1191.0,2.6,6.8,3.6,14.2,7.0,39.0,170.0,540.0
LAKE,TELANGANA,20.0,28.0,0.3,0.3,6.7,7.9,783.0,1246.0,6.0,18.0,1.2,10.8,11.0,70.0,210.0,540.0
LAKE,TELANGANA,23.0,30.0,0.3,2.0,7.1,8.5,1042.0,1318.0,4.0,12.0,4.6,12.4,21.0,63.0,280.0,920.0
LAKE,TELANGANA,24.0,25.0,5.7,6.9,6.4,7.5,385.0,750.0,2.1,3.0,4.09,7.1,10.0,17.0,110.0,240.0
LAKE,TELANGANA,20.0,30.0,0.3,2.9,7.0,8.3,1024.0,1528.0,4.0,20.0,5.2,17.7,17.0,36.0,240.0,540.0
LAKE,TELANGANA,27.0,29.0,0.3,3.9,7.0,8.3,1146.0,1888.0,2.1,14.0,2.1,12.8,11.0,63.0,170.0,540.0
LAKE,TELANGANA,28.0,30.0,0.3,2.2,7.2,8.2,1080.0,1732.0,6.0,12.0,2.2,18.0,21.0,63.0,280.0,540.0
LAKE,TELANGANA,27.0,30.0,2.2,5.0,7.3,8.5,377.0,572.0,2.1,6.0,0.3,4.0,2.0,33.0,28.0,540.0
LAKE,TELANGANA,22.0,30.0,0.3,3.8,7.1,8.2,1048.0,1821.0,3.2,18.0,0.3,16.8,13.0,79.0,94.0,540.0
LAKE,TELANGANA,25.0,30.0,0.8,3.2,7.6,8.5,1042.0,1476.0,3.0,6.0,1.0,14.0,7.0,54.0,280.0,540.0
LAKE,TELANGANA,20.0,32.0,0.3,4.1,7.1,8.4,999.0,1323.0,3.0,10.0,2.6,10.3,10.0,34.0,220.0,540.0
LAKE,TELANGANA,20.0,30.0,0.3,3.9,7.0,8.5,830.0,1313.0,4.0,14.0,6.2,39.0,8.0,33.0,170.0,540.0
LAKE,TELANGANA,21.0,30.0,0.3,0.3,7.1,8.4,961.0,1685.0,6.0,10.0,2.1,7.0,21.0,84.0,430.0,540.0
LAKE,TELANGANA,20.0,29.0,4.9,6.2,7.3,8.1,388.0,526.0,2.1,2.6,0.3,1.2,2.0,4.0,2.0,110.0
LAKE,TELANGANA,28.0,35.0,0.3,0.9,7.0,8.4,1773.0,3194.0,6.0,22.0,5.2,29.0,26.0,120.0,350.0,920.0
LAKE,TELANGANA,23.2,32.0,0.3,2.4,7.4,8.0,1044.0,1410.0,5.8,8.0,1.8,14.6,39.0,120.0,430.0,920.0
LAKE,TELANGANA,25.0,25.0,5.9,6.8,6.5,7.3,394.0,914.0,2.1,3.6,3.11,7.15,10.0,25.0,120.0,280.0
LAKE,TELANGANA,20.0,35.0,2.9,5.0,7.2,8.3,378.0,671.0,2.1,4.0,0.3,2.4,8.0,34.0,110.0,280.0
LAKE,TELANGANA,20.0,30.0,1.8,5.1,7.1,8.5,554.0,775.0,2.1,7.0,2.2,7.8,4.0,27.0,33.0,430.0
LAKE,TELANGANA,27.0,29.0,0.3,0.9,7.3,8.5,1269.0,1942.0,6.0,14.0,7.2,27.0,21.0,63.0,350.0,540.0
LAKE,TELANGANA,24.0,29.0,0.3,4.1,7.2,8.5,869.0,1366.0,3.0,10.0,1.8,12.0,11.0,49.0,130.0,430.0
LAKE,TELANGANA,20.0,33.0,0.3,0.3,6.9,7.6,1045.0,1769.0,6.0,17.0,5.4,19.9,10.0,47.0,350.0,540.0
LAKE,TELANGANA,28.0,35.0,1.8,4.4,7.0,8.4,715.0,1291.0,2.1,5.8,1.5,8.8,11.0,33.0,170.0,540.0
LAKE,TELANGANA,28.0,29.0,5.0,6.6,6.9,8.4,124.0,211.0,2.1,2.6,0.3,0.8,2.0,2.0,4.0,32.0
LAKE,TELANGANA,20.0,30.0,0.3,1.0,7.2,8.2,870.0,1520.0,4.2,10.0,2.6,13.0,7.0,110.0,280.0,540.0
LAKE,TELANGANA,21.0,30.0,3.1,5.4,7.5,8.3,1086.0,1744.0,2.4,5.4,0.4,4.5,3.0,22.0,150.0,350.0
LAKE,TELANGANA,27.0,29.0,0.3,0.3,7.1,7.7,1488.0,1731.0,6.2,12.0,4.0,18.2,17.0,63.0,430.0,920.0
LAKE,TELANGANA,20.0,27.0,0.3,3.2,6.9,8.5,940.0,1360.0,4.0,10.0,3.0,12.0,10.0,47.0,140.0,540.0
LAKE,TELANGANA,28.0,35.0,2.8,5.8,6.7,8.0,520.0,1358.0,2.1,5.4,0.3,6.0,6.0,49.0,170.0,540.0
LAKE,TELANGANA,28.0,28.0,0.8,5.1,6.7,7.8,543.0,882.0,2.1,8.0,1.8,11.6,11.0,33.0,210.0,540.0
LAKE,TELANGANA,28.0,29.0,0.3,0.3,7.5,8.2,1481.0,1983.0,7.0,10.0,8.4,16.6,47.0,63.0,430.0,540.0
LAKE,TELANGANA,27.0,28.0,1.3,4.2,7.2,8.2,685.0,1054.0,3.0,11.0,0.4,23.0,2.0,47.0,64.0,540.0
LAKE,TELANGANA,20.0,31.0,0.9,3.8,7.2,8.4,809.0,1030.0,3.2,10.0,1.2,16.2,4.0,84.0,240.0,540.0
LAKE,TELANGANA,18.0,29.0,0.3,3.0,6.7,8.4,682.0,1244.0,3.2,11.0,3.6,9.2,11.0,46.0,140.0,540.0
LAKE,TELANGANA,24.0,29.0,2.0,3.8,7.4,8.4,742.0,1106.0,2.8,10.0,1.0,8.6,11.0,73.0,170.0,540.0
LAKE,TELANGANA,24.0,31.0,0.3,2.9,7.2,8.1,1177.0,1398.0,2.2,8.0,1.2,6.4,4.0,84.0,280.0,430.0
LAKE,TELANGANA,21.0,27.0,0.3,4.0,7.2,8.5,366.0,2188.0,2.1,18.0,1.7,9.9,9.0,63.0,79.0,430.0
LAKE,TELANGANA,26.0,42.0,0.3,3.1,6.8,8.2,1072.0,1790.0,3.0,11.0,0.3,18.6,15.0,63.0,79.0,540.0
LAKE,TELANGANA,27.0,28.0,0.3,2.0,7.1,8.0,1010.0,1358.0,5.0,13.0,0.3,12.6,21.0,63.0,430.0,920.0
LAKE,TELANGANA,28.0,32.0,0.3,2.0,6.9,8.4,919.0,1632.0,5.8,12.0,1.0,13.5,17.0,84.0,240.0,540.0
LAKE,TELANGANA,20.0,35.0,0.3,3.8,7.3,8.2,279.0,1102.0,2.1,32.0,2.2,6.0,4.0,21.0,280.0,430.0
LAKE,TELANGANA,23.0,26.0,5.9,7.1,6.8,7.4,410.0,670.0,2.1,3.0,4.1,7.15,6.0,9.0,21.0,41.0
LAKE,TELANGANA,22.0,32.0,0.3,3.3,7.5,8.9,1112.0,1356.0,3.3,20.0,2.4,14.3,17.0,63.0,70.0,540.0
LAKE,TELANGANA,20.0,27.0,0.3,4.0,7.1,8.6,828.0,1248.0,3.0,10.0,2.0,14.0,11.0,33.0,150.0,540.0
LAKE,TELANGANA,26.0,35.0,0.3,2.7,7.2,8.5,1322.0,2186.0,6.0,12.0,3.8,35.0,17.0,84.0,140.0,920.0
LAKE,TELANGANA,25.0,29.0,0.3,0.3,7.2,7.9,1384.0,2436.0,6.2,22.0,4.0,28.7,21.0,94.0,430.0,540.0
LAKE,TELANGANA,26.0,28.0,0.3,0.3,7.2,8.1,1079.0,1803.0,6.0,12.0,3.0,26.0,8.0,63.0,210.0,540.0
LAKE,TELANGANA,19.0,30.0,0.3,0.3,7.2,8.1,1193.0,1745.0,7.0,22.0,3.8,28.0,14.0,63.0,240.0,540.0
LAKE,TELANGANA,19.0,32.0,0.3,2.6,7.1,7.7,737.0,1515.0,4.6,14.0,4.2,9.4,21.0,73.0,210.0,430.0
LAKE,TELANGANA,27.0,32.0,0.3,2.2,7.1,8.6,1050.0,1579.0,4.0,22.0,1.2,11.2,21.0,77.0,280.0,540.0
LAKE,TELANGANA,28.0,34.0,2.1,4.6,7.3,8.2,1130.0,1817.0,8.0,19.0,5.1,15.0,70.0,220.0,230.0,1600.0
LAKE,TELANGANA,20.0,28.0,0.3,3.4,6.8,8.3,623.0,2440.0,3.5,14.0,3.6,12.4,17.0,94.0,170.0,540.0
LAKE,TELANGANA,28.0,29.0,3.3,5.9,7.1,8.4,527.0,746.0,2.1,8.0,0.6,2.8,2.0,31.0,26.0,350.0
LAKE,TELANGANA,20.0,27.0,0.3,3.2,7.1,8.3,717.0,1404.0,4.0,15.0,5.2,14.3,13.0,33.0,160.0,540.0
LAKE,TELANGANA,27.0,28.0,4.8,6.5,7.5,8.5,136.0,458.0,2.1,2.8,0.3,0.8,2.0,2.0,10.0,39.0
LAKE,TELANGANA,30.0,35.0,0.3,2.4,7.2,8.5,487.0,868.0,3.0,6.0,1.0,13.0,8.0,33.0,170.0,540.0
LAKE,TELANGANA,27.0,27.0,5.0,6.4,7.6,8.3,205.0,339.0,2.1,2.3,0.3,1.2,2.0,4.0,15.0,120.0
LAKE,TELANGANA,25.0,25.0,5.5,6.6,6.7,7.5,548.0,1072.0,2.4,5.0,5.18,10.17,14.0,31.0,170.0,350.0
LAKE,TELANGANA,20.0,32.0,0.3,4.2,7.0,8.4,644.0,920.0,2.6,8.0,1.6,8.6,8.0,22.0,80.0,540.0
LAKE,TELANGANA,21.0,30.0,0.3,1.6,7.1,8.3,1150.0,1865.0,6.0,13.0,2.2,12.0,17.0,84.0,350.0,540.0
LAKE,TELANGANA,21.0,30.0,0.3,2.2,7.1,8.3,1224.0,2627.0,3.0,36.0,0.3,18.6,17.0,63.0,350.0,540.0
